Time (s),RMS Current (A),Peak Current (A),Min Current (A)
3.163581,0.152307,-0.094251,-0.196353
3.163596,0.147628,-0.043199,-0.196353
3.163611,0.166518,-0.094251,-0.247404
3.163627,0.084373,-0.043199,-0.145302
3.163644,0.140389,-0.094251,-0.196353
3.163661,0.194403,-0.043199,-0.400557
3.163678,0.127361,-0.094251,-0.145302
3.163694,0.073175,0.007852,-0.094251
3.163711,0.090340,0.007852,-0.145302
3.163729,0.106438,-0.094251,-0.145302
3.163746,0.053932,0.007852,-0.094251
3.163762,0.084373,-0.043199,-0.145302
3.163781,0.065666,0.007852,-0.094251
3.163796,0.056472,0.109954,-0.043199
3.179260,0.084373,-0.043199,-0.145302
3.179284,0.042731,0.058903,-0.043199
3.179300,0.053932,0.007852,-0.094251
3.179315,0.053932,0.007852,-0.094251
3.179330,0.053932,0.007852,-0.094251
3.179377,0.057180,-0.043199,-0.094251
3.179395,0.042731,0.058903,-0.043199
3.179411,0.033829,0.007852,-0.043199
3.179427,0.053932,0.007852,-0.094251
3.179441,0.043199,-0.043199,-0.043199
3.179456,0.038798,0.007852,-0.043199
3.179471,0.038798,0.007852,-0.043199
3.179485,0.033829,0.007852,-0.043199
3.179500,0.033829,0.007852,-0.043199
3.179514,0.062537,0.109954,-0.043199
3.179528,0.070666,0.058903,-0.094251
3.179542,0.043199,-0.043199,-0.043199
3.179557,0.073175,0.007852,-0.145302
3.179571,0.053932,0.007852,-0.094251
3.179587,0.038798,0.007852,-0.043199
3.180990,0.151380,0.314159,-0.043199
3.181011,0.100426,0.161005,-0.094251
3.181026,0.203764,0.314159,0.109954
3.181042,0.052801,0.058903,0.007852
3.181057,0.146397,0.212056,0.109954
3.181072,0.083173,0.109954,0.058903
3.181086,0.134104,0.212056,0.058903
3.181101,0.067172,0.109954,0.007852
3.181116,0.052801,0.058903,0.007852
3.181131,0.042258,0.058903,-0.043199
3.181145,0.141948,0.314159,-0.043199
3.181161,0.027990,0.007852,-0.043199
3.181176,0.043199,-0.043199,-0.043199
3.181190,0.183254,-0.043199,-0.400557
3.181205,0.132605,-0.043199,-0.247404
3.181219,0.038798,0.007852,-0.043199
3.181234,0.068359,-0.043199,-0.094251
3.181248,0.038798,0.007852,-0.043199
3.181263,0.062858,0.007852,-0.094251
3.181277,0.043199,-0.043199,-0.043199
3.182727,0.043199,-0.043199,-0.043199
3.182749,0.094037,0.007852,-0.196353
3.182765,0.089894,0.161005,-0.094251
3.182780,0.033829,0.007852,-0.043199
3.182794,0.038798,0.007852,-0.043199
3.182809,0.038798,0.007852,-0.043199
3.182825,0.050475,0.007852,-0.094251
3.182841,0.038798,0.007852,-0.043199
3.182856,0.102991,-0.043199,-0.196353
3.182871,0.130009,0.007852,-0.145302
3.182885,0.160136,-0.094251,-0.196353
3.182900,0.155692,-0.094251,-0.247404
3.182915,0.144054,-0.043199,-0.196353
3.182930,0.111227,-0.043199,-0.145302
3.182944,0.127361,-0.094251,-0.145302
3.182958,0.274448,0.007852,-0.604762
3.182973,0.099628,-0.043199,-0.145302
3.182987,0.068359,-0.043199,-0.094251
3.183002,0.106438,-0.094251,-0.145302
3.183016,0.046764,0.058903,-0.043199
3.200076,0.077951,-0.043199,-0.094251
3.200104,0.038798,0.007852,-0.043199
3.200121,0.050475,0.007852,-0.094251
3.200138,0.027990,0.007852,-0.043199
3.200153,0.043199,-0.043199,-0.043199
3.200167,0.053932,0.007852,-0.094251
3.200182,0.038276,0.058903,-0.043199
3.200197,0.027990,0.007852,-0.043199
3.200212,0.043199,-0.043199,-0.043199
3.200227,0.053932,0.007852,-0.094251
3.200242,0.178935,0.365210,-0.145302
3.200257,0.043199,-0.043199,-0.043199
3.200271,0.059582,0.109954,-0.043199
3.200286,0.118045,0.212056,-0.094251
3.200300,0.043199,-0.043199,-0.043199
3.200315,0.038798,0.007852,-0.043199
3.200330,0.057180,-0.043199,-0.094251
3.200344,0.068359,-0.043199,-0.094251
3.200358,0.073175,0.007852,-0.145302
3.200372,0.077173,0.161005,-0.043199
3.201770,0.053932,0.007852,-0.094251
3.201791,0.038798,0.007852,-0.043199
3.201807,0.043199,-0.043199,-0.043199
3.201823,0.027990,0.007852,-0.043199
3.201838,0.065051,0.109954,-0.043199
3.201853,0.116679,0.161005,-0.145302
3.201867,0.136622,0.161005,0.058903
3.201882,0.083173,0.109954,0.058903
3.201898,0.154655,0.263107,-0.043199
3.201912,0.166394,0.314159,0.058903
3.201927,0.217932,0.467312,0.007852
3.201941,0.072067,0.109954,0.058903
3.201956,0.038276,0.058903,-0.043199
3.201971,0.059243,0.109954,-0.043199
3.201985,0.020556,0.007852,-0.043199
3.201999,0.070380,0.058903,-0.145302
3.202014,0.067768,0.109954,-0.094251
3.202028,0.087863,0.161005,-0.094251
3.202043,0.050475,0.007852,-0.094251
3.202058,0.068359,-0.043199,-0.094251
3.203433,0.043199,-0.043199,-0.043199
3.203453,0.027990,0.007852,-0.043199
3.203468,0.094037,0.007852,-0.196353
3.203484,0.033829,0.007852,-0.043199
3.203499,0.053932,0.007852,-0.094251
3.203513,0.068359,-0.043199,-0.094251
3.203528,0.046764,0.007852,-0.094251
3.203543,0.046764,0.007852,-0.094251
3.203558,0.043199,-0.043199,-0.043199
3.203572,0.033829,0.007852,-0.043199
3.203587,0.079982,0.007852,-0.145302
3.203601,0.053932,0.007852,-0.094251
3.203617,0.084373,-0.043199,-0.145302
3.203631,0.127361,-0.094251,-0.145302
3.203646,0.136626,-0.094251,-0.145302
3.203660,0.136626,-0.094251,-0.145302
3.203675,0.144054,-0.043199,-0.196353
3.203690,0.068359,-0.043199,-0.094251
3.203704,0.160136,-0.094251,-0.196353
3.203719,0.068359,-0.043199,-0.094251
3.221132,0.095937,0.007852,-0.145302
3.221156,0.117367,-0.094251,-0.145302
3.221173,0.065666,0.007852,-0.094251
3.221188,0.081962,0.058903,-0.145302
3.221202,0.072899,0.109954,-0.094251
3.221217,0.065666,0.007852,-0.094251
3.221232,0.038798,0.007852,-0.043199
3.221248,0.050475,0.007852,-0.094251
3.221263,0.033829,0.007852,-0.043199
3.221277,0.038798,0.007852,-0.043199
3.221292,0.042731,0.058903,-0.043199
3.221307,0.033829,0.007852,-0.043199
3.221321,0.050475,0.007852,-0.094251
3.221336,0.101224,0.007852,-0.196353
3.221350,0.046764,0.007852,-0.094251
3.221364,0.068359,-0.043199,-0.094251
3.221379,0.033829,0.007852,-0.043199
3.221393,0.043199,-0.043199,-0.043199
3.221407,0.145712,0.314159,-0.043199
3.221421,0.033829,0.007852,-0.043199
3.222817,0.053932,0.007852,-0.094251
3.222837,0.057180,-0.043199,-0.094251
3.222853,0.038798,0.007852,-0.043199
3.222868,0.070380,0.109954,-0.094251
3.222882,0.121561,0.007852,-0.247404
3.222897,0.043199,-0.043199,-0.043199
3.222912,0.057180,-0.043199,-0.094251
3.222926,0.033829,0.007852,-0.043199
3.222941,0.111943,0.212056,-0.043199
3.222955,0.053558,0.058903,-0.094251
3.222970,0.121887,0.161005,0.109954
3.222984,0.089670,0.109954,-0.145302
3.222999,0.106810,0.161005,0.058903
3.223013,0.162741,0.263107,-0.196353
3.223027,0.067172,0.109954,0.007852
3.223042,0.061891,0.109954,0.007852
3.223057,0.046764,0.007852,-0.094251
3.223071,0.065359,0.007852,-0.145302
3.223085,0.027990,0.007852,-0.043199
3.223099,0.038276,0.058903,-0.043199
3.224481,0.111046,0.007852,-0.196353
3.224502,0.050475,0.007852,-0.094251
3.224518,0.033829,0.007852,-0.043199
3.224533,0.059919,0.058903,-0.094251
3.224548,0.068359,-0.043199,-0.094251
3.224562,0.073175,0.007852,-0.145302
3.224576,0.033829,0.007852,-0.043199
3.224591,0.042731,0.058903,-0.043199
3.224606,0.043199,-0.043199,-0.043199
3.224666,0.059919,0.058903,-0.094251
3.224681,0.050475,0.007852,-0.094251
3.224696,0.053932,0.007852,-0.094251
3.224711,0.027990,0.007852,-0.043199
3.224725,0.033829,0.007852,-0.043199
3.224739,0.057180,-0.043199,-0.094251
3.224753,0.046764,0.058903,-0.043199
3.224767,0.053932,0.007852,-0.094251
3.224782,0.148846,-0.094251,-0.196353
3.224796,0.097799,0.007852,-0.145302
3.224810,0.120235,0.007852,-0.145302
3.226165,0.135299,-0.043199,-0.196353
3.226184,0.135299,-0.043199,-0.196353
3.226199,0.131390,-0.094251,-0.196353
3.226214,0.140389,-0.094251,-0.196353
3.226228,0.068359,-0.043199,-0.094251
3.226243,0.097799,0.007852,-0.145302
3.226258,0.117367,-0.094251,-0.145302
3.226272,0.084373,0.007852,-0.094251
3.226287,0.057180,-0.043199,-0.094251
3.226301,0.109593,0.007852,-0.145302
3.226315,0.182377,-0.043199,-0.349506
3.226330,0.068359,-0.043199,-0.094251
3.226344,0.053932,0.007852,-0.094251
3.226359,0.033829,0.007852,-0.043199
3.226374,0.046764,0.058903,-0.043199
3.226388,0.068359,-0.043199,-0.094251
3.226402,0.070666,0.007852,-0.145302
3.226416,0.043199,-0.043199,-0.043199
3.226431,0.053932,0.007852,-0.094251
3.226445,0.056827,0.058903,-0.094251
3.241618,0.133356,0.263107,-0.094251
3.241641,0.053932,0.007852,-0.094251
3.241656,0.059582,0.109954,-0.043199
3.241671,0.043199,-0.043199,-0.043199
3.241686,0.057180,-0.043199,-0.094251
3.241700,0.038798,0.007852,-0.043199
3.241715,0.057180,-0.043199,-0.094251
3.241730,0.059582,0.109954,-0.043199
3.241745,0.043199,-0.043199,-0.043199
3.241760,0.053932,0.007852,-0.094251
3.241774,0.038798,0.007852,-0.043199
3.241789,0.059919,0.058903,-0.094251
3.241803,0.100626,0.212056,-0.043199
3.241818,0.076912,0.109954,-0.043199
3.241832,0.152171,0.161005,0.109954
3.241847,0.091220,0.161005,0.007852
3.241862,0.126091,0.161005,0.058903
3.241876,0.092961,0.109954,0.058903
3.241890,0.129389,0.109954,-0.247404
3.241904,0.081222,0.109954,-0.043199
3.243268,0.027262,0.058903,0.007852
3.243287,0.037747,0.058903,0.007852
3.243302,0.098613,0.212056,0.007852
3.243317,0.181274,0.007852,-0.400557
3.243342,0.056472,0.058903,-0.094251
3.243366,0.059919,0.058903,-0.094251
3.243382,0.043199,-0.043199,-0.043199
3.243397,0.050475,0.007852,-0.094251
3.243412,0.043199,-0.043199,-0.043199
3.243426,0.057180,-0.043199,-0.094251
3.243440,0.050475,0.007852,-0.094251
3.243455,0.053932,0.007852,-0.094251
3.243469,0.057180,-0.043199,-0.094251
3.243484,0.038798,0.007852,-0.043199
3.243499,0.065666,0.007852,-0.094251
3.243513,0.109041,0.212056,-0.094251
3.243527,0.027990,0.007852,-0.043199
3.243541,0.043199,-0.043199,-0.043199
3.243556,0.043199,-0.043199,-0.043199
3.243570,0.053932,0.007852,-0.094251
3.244927,0.053932,0.007852,-0.094251
3.244946,0.140389,-0.094251,-0.196353
3.244962,0.136626,-0.094251,-0.145302
3.244977,0.121727,-0.043199,-0.145302
3.244992,0.205824,-0.043199,-0.298455
3.245007,0.104729,-0.043199,-0.145302
3.245022,0.173707,-0.094251,-0.247404
3.245037,0.092316,-0.043199,-0.145302
3.245052,0.180499,-0.043199,-0.349506
3.245066,0.106438,-0.094251,-0.145302
3.245081,0.126886,0.212056,-0.094251
3.245095,0.077951,-0.043199,-0.094251
3.245110,0.033829,0.007852,-0.043199
3.245124,0.147492,0.007852,-0.298455
3.245139,0.057180,-0.043199,-0.094251
3.245153,0.065666,0.007852,-0.094251
3.245167,0.057180,-0.043199,-0.094251
3.245182,0.093393,0.161005,-0.043199
3.245196,0.053932,0.007852,-0.094251
3.245210,0.092316,-0.043199,-0.145302
3.263062,0.038798,0.007852,-0.043199
3.263088,0.033829,0.007852,-0.043199
3.263103,0.057180,-0.043199,-0.094251
3.263118,0.053932,0.007852,-0.094251
3.263133,0.038798,0.007852,-0.043199
3.263147,0.075601,0.007852,-0.094251
3.263162,0.136331,0.007852,-0.298455
3.263177,0.053932,0.007852,-0.094251
3.263192,0.057180,-0.043199,-0.094251
3.263206,0.059919,0.007852,-0.094251
3.263221,0.038798,0.007852,-0.043199
3.263235,0.043199,-0.043199,-0.043199
3.263250,0.053932,0.007852,-0.094251
3.263264,0.046764,0.007852,-0.094251
3.263278,0.038798,0.007852,-0.043199
3.263293,0.033829,0.007852,-0.043199
3.263307,0.043199,-0.043199,-0.043199
3.263322,0.074798,0.109954,-0.094251
3.263349,0.155559,0.212056,0.109954
3.263366,0.161130,0.314159,0.058903
3.264752,0.106810,0.161005,0.058903
3.264773,0.091220,0.109954,-0.043199
3.264788,0.106810,0.161005,0.058903
3.264803,0.052801,0.058903,0.007852
3.264817,0.062215,0.109954,-0.043199
3.264832,0.037747,0.058903,0.007852
3.264846,0.087863,0.109954,-0.145302
3.264862,0.062215,0.109954,-0.043199
3.264876,0.046764,0.007852,-0.094251
3.264891,0.092098,0.007852,-0.196353
3.264905,0.073175,0.007852,-0.145302
3.264920,0.057180,-0.043199,-0.094251
3.264934,0.038798,0.007852,-0.043199
3.264949,0.038798,0.007852,-0.043199
3.264963,0.053932,0.007852,-0.094251
3.264978,0.043199,-0.043199,-0.043199
3.264992,0.081962,0.109954,-0.094251
3.265009,0.033829,0.007852,-0.043199
3.265023,0.062215,0.109954,-0.043199
3.265037,0.053932,0.007852,-0.094251
3.266391,0.097799,-0.043199,-0.145302
3.266409,0.065666,0.007852,-0.094251
3.266424,0.038276,0.058903,-0.043199
3.266439,0.053932,0.007852,-0.094251
3.266454,0.097799,-0.043199,-0.145302
3.266468,0.148846,-0.094251,-0.196353
3.266483,0.131390,-0.094251,-0.196353
3.266498,0.090340,0.007852,-0.145302
3.266512,0.135299,-0.043199,-0.196353
3.266526,0.097799,-0.043199,-0.145302
3.266541,0.127361,-0.094251,-0.145302
3.266556,0.065666,0.007852,-0.094251
3.266570,0.062858,0.007852,-0.094251
3.266584,0.084373,-0.043199,-0.145302
3.266599,0.115819,-0.043199,-0.196353
3.266613,0.068359,-0.043199,-0.094251
3.266628,0.057180,-0.043199,-0.094251
3.266643,0.086486,-0.043199,-0.094251
3.266658,0.043199,-0.043199,-0.043199
3.266672,0.101224,0.007852,-0.196353
3.283867,0.057180,-0.043199,-0.094251
3.283893,0.053932,0.007852,-0.094251
3.283908,0.073175,0.007852,-0.145302
3.283923,0.068359,-0.043199,-0.094251
3.283938,0.070666,0.007852,-0.145302
3.283952,0.033829,0.007852,-0.043199
3.283967,0.033829,0.007852,-0.043199
3.283982,0.033829,0.007852,-0.043199
3.283997,0.038798,0.007852,-0.043199
3.284011,0.038798,0.007852,-0.043199
3.284026,0.038276,0.058903,-0.043199
3.284041,0.053932,0.007852,-0.094251
3.284055,0.073175,0.007852,-0.145302
3.284070,0.033829,0.007852,-0.043199
3.284084,0.068359,-0.043199,-0.094251
3.284098,0.057180,-0.043199,-0.094251
3.284112,0.053932,0.007852,-0.094251
3.284127,0.059582,0.058903,-0.094251
3.284141,0.065666,0.007852,-0.094251
3.284155,0.050475,0.007852,-0.094251
3.285562,0.183909,0.263107,-0.298455
3.285587,0.119058,0.161005,0.058903
3.285603,0.183141,0.212056,0.161005
3.285618,0.069806,0.109954,0.007852
3.285633,0.106810,0.161005,0.058903
3.285648,0.092961,0.109954,0.058903
3.285662,0.092961,0.109954,0.058903
3.285678,0.103570,0.161005,0.007852
3.285693,0.042258,0.058903,-0.043199
3.285707,0.108856,0.212056,-0.094251
3.285722,0.050075,0.058903,-0.094251
3.285737,0.046332,0.058903,-0.043199
3.285751,0.033829,0.007852,-0.043199
3.285766,0.050475,0.007852,-0.094251
3.285780,0.053932,0.007852,-0.094251
3.285795,0.042731,0.058903,-0.043199
3.285810,0.038798,0.007852,-0.043199
3.285824,0.038798,0.007852,-0.043199
3.285838,0.033229,0.058903,-0.043199
3.285853,0.053932,0.007852,-0.094251
3.287241,0.038798,0.007852,-0.043199
3.287261,0.033829,0.007852,-0.043199
3.287277,0.043199,-0.043199,-0.043199
3.287292,0.038798,0.007852,-0.043199
3.287306,0.033829,0.007852,-0.043199
3.287321,0.068064,0.007852,-0.145302
3.287346,0.056472,0.109954,-0.043199
3.287363,0.073175,0.007852,-0.145302
3.287378,0.070666,0.007852,-0.145302
3.287394,0.140389,-0.094251,-0.196353
3.287409,0.155692,-0.094251,-0.247404
3.287424,0.151118,-0.043199,-0.247404
3.287438,0.128614,-0.043199,-0.247404
3.287452,0.077951,-0.043199,-0.094251
3.287467,0.135299,-0.043199,-0.196353
3.287481,0.102991,0.007852,-0.145302
3.287496,0.077951,-0.043199,-0.094251
3.287510,0.173592,-0.043199,-0.349506
3.287525,0.068359,-0.043199,-0.094251
3.287539,0.176569,-0.043199,-0.349506
3.288893,0.077693,0.058903,-0.145302
3.288912,0.057180,-0.043199,-0.094251
3.288927,0.057180,-0.043199,-0.094251
3.288995,0.057180,-0.043199,-0.094251
3.289011,0.124333,0.058903,-0.247404
3.289027,0.038798,0.007852,-0.043199
3.289042,0.038798,0.007852,-0.043199
3.289057,0.057180,-0.043199,-0.094251
3.289073,0.020556,0.007852,-0.043199
3.289088,0.033829,0.007852,-0.043199
3.289104,0.046764,0.007852,-0.094251
3.289119,0.027990,0.007852,-0.043199
3.289133,0.050475,0.007852,-0.094251
3.289148,0.033829,0.007852,-0.043199
3.289162,0.043199,-0.043199,-0.043199
3.289177,0.075601,-0.043199,-0.145302
3.289191,0.053932,0.007852,-0.094251
3.289205,0.038798,0.007852,-0.043199
3.289220,0.033829,0.007852,-0.043199
3.289234,0.053932,0.007852,-0.094251
3.304544,0.053932,0.007852,-0.094251
3.304565,0.033829,0.007852,-0.043199
3.304581,0.038798,0.007852,-0.043199
3.304596,0.038798,0.007852,-0.043199
3.304610,0.072623,0.109954,-0.094251
3.304625,0.037747,0.058903,0.007852
3.304640,0.221943,0.263107,-0.247404
3.304655,0.227209,0.467312,0.058903
3.304670,0.083173,0.109954,0.058903
3.304684,0.106810,0.161005,0.058903
3.304699,0.067172,0.109954,0.007852
3.304714,0.067172,0.109954,0.007852
3.304728,0.037747,0.058903,0.007852
3.304743,0.061891,0.109954,0.007852
3.304757,0.056472,0.109954,-0.043199
3.304772,0.046332,0.058903,-0.043199
3.304787,0.027990,0.007852,-0.043199
3.304801,0.033829,0.007852,-0.043199
3.304816,0.027990,0.007852,-0.043199
3.304831,0.089894,0.161005,-0.094251
3.306188,0.038798,0.007852,-0.043199
3.306208,0.043199,-0.043199,-0.043199
3.306223,0.038798,0.007852,-0.043199
3.306239,0.117195,-0.043199,-0.247404
3.306254,0.033829,0.007852,-0.043199
3.306269,0.033829,0.007852,-0.043199
3.306283,0.057180,-0.043199,-0.094251
3.306299,0.033829,0.007852,-0.043199
3.306313,0.050475,0.007852,-0.094251
3.306328,0.053932,0.007852,-0.094251
3.306342,0.038798,0.007852,-0.043199
3.306356,0.056472,0.109954,-0.043199
3.306371,0.070666,0.058903,-0.094251
3.306386,0.111227,-0.043199,-0.145302
3.306400,0.117367,-0.094251,-0.145302
3.306415,0.117367,-0.094251,-0.145302
3.306429,0.148846,-0.094251,-0.196353
3.306444,0.097799,-0.043199,-0.145302
3.306458,0.169620,-0.043199,-0.247404
3.306472,0.077951,-0.043199,-0.094251
3.307822,0.165431,-0.094251,-0.298455
3.307841,0.094251,-0.094251,-0.094251
3.307856,0.077951,-0.043199,-0.094251
3.307871,0.101224,0.007852,-0.196353
3.307885,0.077951,-0.043199,-0.094251
3.307900,0.075601,0.007852,-0.094251
3.307914,0.079477,0.161005,-0.043199
3.307930,0.053932,0.007852,-0.094251
3.307944,0.070666,0.007852,-0.145302
3.307959,0.087863,0.161005,-0.094251
3.307973,0.059919,0.007852,-0.094251
3.307988,0.033829,0.007852,-0.043199
3.308002,0.033829,0.007852,-0.043199
3.308017,0.043199,-0.043199,-0.043199
3.308031,0.033829,0.007852,-0.043199
3.308046,0.065666,0.007852,-0.094251
3.308060,0.053932,0.007852,-0.094251
3.308074,0.053932,0.007852,-0.094251
3.308089,0.065666,0.007852,-0.094251
3.308104,0.038798,0.007852,-0.043199
3.325407,0.084373,-0.043199,-0.145302
3.325429,0.050475,0.007852,-0.094251
3.325444,0.043199,-0.043199,-0.043199
3.325460,0.038798,0.007852,-0.043199
3.325475,0.092098,0.007852,-0.196353
3.325490,0.038798,0.007852,-0.043199
3.325505,0.129389,0.263107,-0.094251
3.325520,0.038798,0.007852,-0.043199
3.325535,0.027990,0.007852,-0.043199
3.325549,0.233390,0.467312,-0.145302
3.325564,0.144050,0.161005,0.007852
3.325578,0.067172,0.109954,0.007852
3.325593,0.148842,0.263107,0.007852
3.325608,0.092961,0.109954,0.058903
3.325622,0.067172,0.109954,0.007852
3.325638,0.056472,0.058903,-0.094251
3.325652,0.046332,0.058903,-0.043199
3.325667,0.061891,0.109954,0.007852
3.325681,0.074798,0.109954,-0.043199
3.325696,0.033829,0.007852,-0.043199
3.327150,0.053932,0.007852,-0.094251
3.327172,0.043199,-0.043199,-0.043199
3.327187,0.057180,-0.043199,-0.094251
3.327202,0.046764,0.058903,-0.043199
3.327217,0.033829,0.007852,-0.043199
3.327232,0.033829,0.007852,-0.043199
3.327247,0.065666,0.007852,-0.094251
3.327263,0.070380,0.109954,-0.094251
3.327278,0.095727,0.058903,-0.196353
3.327292,0.033829,0.007852,-0.043199
3.327307,0.101224,0.007852,-0.196353
3.327324,0.073175,0.007852,-0.145302
3.327355,0.033829,0.007852,-0.043199
3.327371,0.043199,-0.043199,-0.043199
3.327386,0.053932,0.007852,-0.094251
3.327400,0.053932,0.007852,-0.094251
3.327415,0.033829,0.007852,-0.043199
3.327429,0.145302,-0.145302,-0.145302
3.327444,0.156847,-0.145302,-0.196353
3.327458,0.111227,-0.043199,-0.145302
3.328825,0.165310,0.109954,-0.247404
3.328846,0.124495,0.007852,-0.196353
3.328862,0.177701,-0.145302,-0.196353
3.328877,0.127361,-0.094251,-0.145302
3.328892,0.077951,-0.043199,-0.094251
3.328907,0.109593,0.007852,-0.145302
3.328922,0.194403,-0.043199,-0.400557
3.328937,0.139098,-0.094251,-0.247404
3.328951,0.086486,-0.043199,-0.094251
3.328966,0.077951,-0.043199,-0.094251
3.328981,0.070666,0.058903,-0.094251
3.328997,0.068359,-0.043199,-0.094251
3.329012,0.057180,-0.043199,-0.094251
3.329026,0.038798,0.007852,-0.043199
3.329041,0.043199,-0.043199,-0.043199
3.329055,0.095937,-0.043199,-0.196353
3.329070,0.042731,0.058903,-0.043199
3.329084,0.033829,0.007852,-0.043199
3.329099,0.038798,0.007852,-0.043199
3.329114,0.033829,0.007852,-0.043199
3.346293,0.053932,0.007852,-0.094251
3.346316,0.084373,-0.043199,-0.145302
3.346331,0.033829,0.007852,-0.043199
3.346346,0.115645,0.007852,-0.247404
3.346361,0.043199,-0.043199,-0.043199
3.346375,0.053932,0.007852,-0.094251
3.346390,0.059919,0.058903,-0.094251
3.346406,0.038798,0.007852,-0.043199
3.346420,0.043199,-0.043199,-0.043199
3.346435,0.059919,0.058903,-0.094251
3.346450,0.020556,0.007852,-0.043199
3.346465,0.065666,0.007852,-0.094251
3.346480,0.075601,-0.043199,-0.145302
3.346494,0.170795,0.263107,-0.196353
3.346509,0.202085,0.314159,0.058903
3.346523,0.114597,0.161005,0.058903
3.346538,0.067172,0.109954,0.007852
3.346552,0.092961,0.109954,0.058903
3.346567,0.102404,0.058903,-0.196353
3.346581,0.045895,0.058903,0.007852
3.347954,0.120898,0.263107,-0.043199
3.347973,0.056472,0.058903,-0.094251
3.347988,0.059582,0.058903,-0.094251
3.348003,0.072899,0.058903,-0.145302
3.348018,0.046764,0.007852,-0.094251
3.348033,0.053932,0.007852,-0.094251
3.348047,0.138953,-0.043199,-0.298455
3.348062,0.038798,0.007852,-0.043199
3.348077,0.144469,0.314159,-0.043199
3.348091,0.057180,-0.043199,-0.094251
3.348107,0.038798,0.007852,-0.043199
3.348121,0.090117,0.007852,-0.196353
3.348136,0.050475,0.007852,-0.094251
3.348150,0.038798,0.007852,-0.043199
3.348165,0.053932,0.007852,-0.094251
3.348181,0.020556,0.007852,-0.043199
3.348195,0.038798,0.007852,-0.043199
3.348209,0.038798,0.007852,-0.043199
3.348224,0.053932,0.007852,-0.094251
3.348238,0.027990,0.007852,-0.043199
3.349598,0.042731,0.058903,-0.043199
3.349619,0.117367,-0.094251,-0.145302
3.349634,0.145302,-0.145302,-0.145302
3.349649,0.121727,-0.043199,-0.145302
3.349663,0.111227,-0.043199,-0.145302
3.349679,0.082207,0.007852,-0.145302
3.349693,0.136626,-0.094251,-0.145302
3.349708,0.068359,-0.043199,-0.094251
3.349723,0.082207,0.007852,-0.145302
3.349737,0.084373,-0.043199,-0.145302
3.349752,0.125936,-0.043199,-0.196353
3.349767,0.065666,0.007852,-0.094251
3.349782,0.084373,-0.043199,-0.145302
3.349799,0.057180,-0.043199,-0.094251
3.349815,0.160010,-0.043199,-0.247404
3.349831,0.068359,-0.043199,-0.094251
3.349846,0.073175,0.007852,-0.145302
3.349861,0.057180,-0.043199,-0.094251
3.349876,0.050475,0.007852,-0.094251
3.349890,0.027990,0.007852,-0.043199
3.351253,0.115645,0.007852,-0.247404
3.351273,0.057180,-0.043199,-0.094251
3.351288,0.050475,0.007852,-0.094251
3.351304,0.027990,0.007852,-0.043199
3.351319,0.027990,0.007852,-0.043199
3.351343,0.046764,0.058903,-0.043199
3.351359,0.038798,0.007852,-0.043199
3.351374,0.027990,0.007852,-0.043199
3.351389,0.038798,0.007852,-0.043199
3.351403,0.046764,0.007852,-0.094251
3.351418,0.115297,0.161005,-0.196353
3.351433,0.059919,0.058903,-0.094251
3.351447,0.033829,0.007852,-0.043199
3.351462,0.127203,0.007852,-0.196353
3.351476,0.027990,0.007852,-0.043199
3.351491,0.042731,0.058903,-0.043199
3.351506,0.038798,0.007852,-0.043199
3.351560,0.093177,0.161005,-0.043199
3.351576,0.134104,0.212056,0.058903
3.351591,0.106810,0.161005,0.058903
3.367221,0.114597,0.161005,0.058903
3.367242,0.135443,0.263107,0.058903
3.367257,0.052801,0.058903,0.007852
3.367272,0.072067,0.109954,0.058903
3.367287,0.045895,0.058903,0.007852
3.367302,0.111583,0.161005,0.058903
3.367316,0.033229,0.058903,-0.043199
3.367341,0.053558,0.058903,-0.094251
3.367358,0.164214,0.007852,-0.349506
3.367373,0.038798,0.007852,-0.043199
3.367388,0.062537,0.109954,-0.043199
3.367403,0.038798,0.007852,-0.043199
3.367418,0.073175,0.007852,-0.145302
3.367433,0.059919,0.058903,-0.094251
3.367448,0.092098,0.007852,-0.196353
3.367462,0.038798,0.007852,-0.043199
3.367476,0.073175,0.007852,-0.145302
3.367491,0.043199,-0.043199,-0.043199
3.367505,0.033829,0.007852,-0.043199
3.367519,0.053932,0.007852,-0.094251
3.368873,0.059582,0.109954,-0.043199
3.368892,0.162002,0.058903,-0.349506
3.368908,0.062858,0.007852,-0.094251
3.368922,0.057180,-0.043199,-0.094251
3.368937,0.043199,-0.043199,-0.043199
3.368951,0.144886,0.212056,-0.145302
3.368966,0.160136,-0.094251,-0.196353
3.368981,0.160136,-0.094251,-0.196353
3.368995,0.182488,-0.094251,-0.298455
3.369010,0.111227,-0.043199,-0.145302
3.369024,0.111227,-0.043199,-0.145302
3.369039,0.092316,-0.043199,-0.145302
3.369054,0.092316,-0.043199,-0.145302
3.369068,0.208148,0.007852,-0.451608
3.369082,0.084373,-0.043199,-0.145302
3.369096,0.097799,0.007852,-0.145302
3.369110,0.068359,-0.043199,-0.094251
3.369125,0.057180,-0.043199,-0.094251
3.369139,0.128614,-0.043199,-0.247404
3.369153,0.065666,0.007852,-0.094251
3.370500,0.056827,0.058903,-0.094251
3.370519,0.065666,0.007852,-0.094251
3.370534,0.046764,0.007852,-0.094251
3.370549,0.073175,0.007852,-0.145302
